Force_Target_N,Force_Actual_N,Stress_N_per_cm2,Aspect_Ratio_b_a,muscle_b_cm,muscle_a_cm,Volume_cm3,Am,Rho,Initial_Length_cm,Prestretch_Final_Length_cm,Prestretch_Elongation_cm,Prestretch_Strain,Max_Length_cm,Min_Length_cm,ROM_cm,Contraction_Strain,Completed_Date
18,22.097382,1.49577653,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,46.10160772844655,7.281348728446564,.187565,46.1016117002576,39.5375793756087,6.5640323246489,.169087,Do 5. Mär 09:46:41 CET 2026
21,25.780279,1.74507262,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,47.88520722654688,9.064948226546894,.233510,47.8852123668163,40.8220065250428,7.0632058417735,.181946,Do 5. Mär 09:46:45 CET 2026
24,29.463176,1.99436871,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,49.9027019509071,11.082442950907114,.285480,49.90270863001023,42.71425515175929,7.18845347825094,.185172,Do 5. Mär 09:47:02 CET 2026
36,44.194764,2.99155307,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,59.771647274807,20.951388274807014,.539702,59.771665771713266,52.87869725759284,6.892968514120426,.177561,Do 5. Mär 09:47:05 CET 2026
3,3.682897,.24929608,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,39.74310619954318,.922847199543194,.023772,39.743107374778695,35.14503717611979,4.598070198658905,.118445,Do 5. Mär 09:47:07 CET 2026
0,0,0,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,38.820258999999986,0,0,38.82025992546147,34.50681485388131,4.31344507158016,.111113,Do 5. Mär 09:47:07 CET 2026
33,40.511867,2.74225698,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,57.2166495121716,18.396390512171614,.473886,57.216664227639505,48.585574764542436,8.631089463097069,.222334,Do 5. Mär 09:47:08 CET 2026
30,36.828970,2.49296089,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,54.63272283953816,15.812463839538174,.407325,54.6327342572412,45.87118241937102,8.76155183787018,.225695,Do 5. Mär 09:47:10 CET 2026
27,33.146073,2.24366480,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,52.16284867961454,13.342589679614554,.343701,52.16285741643458,44.22556075932442,7.93729665711016,.204462,Do 5. Mär 09:47:16 CET 2026
42,51.560558,3.49014525,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,64.33200473008084,25.511745730080854,.657176,64.33203139256821,60.0876110096995,4.24442038286871,.109335,Do 5. Mär 09:47:24 CET 2026
39,47.877661,3.24084916,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,62.1668708065582,23.346611806558214,.601402,62.16689334674099,57.16702927492475,4.99986407181624,.128795,Do 5. Mär 09:47:34 CET 2026
9,11.048691,.74788826,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,41.878928595780955,3.058669595780969,.078790,41.87893049579901,36.593335495962954,5.285594999836056,.136155,Do 5. Mär 09:47:44 CET 2026
45,55.243455,3.73944134,10.1000,38.820259,3.843590,573.5,550,10.493,38.820258999999986,66.25556099997567,27.435301999975684,.706726,66.25559183099483,62.26167597806047,3.99391585293436,.102882,Do 5. Mär 09:47:47 CET 2026
12,14.731588,.99718435,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,43.12716592238089,4.306906922380904,.110944,43.12716833763244,37.437854235401076,5.689314102231364,.146555,Do 5. Mär 09:50:28 CET 2026
15,18.414485,1.24648044,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,44.525551883941816,5.705292883941830,.146966,44.52555497388283,38.42515125449866,6.10040371938417,.157144,Do 5. Mär 09:53:37 CET 2026
18,22.097382,1.49577653,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,46.10160772844655,7.281348728446564,.187565,46.101611729359156,39.54856952703235,6.553042202326806,.168804,Do 5. Mär 09:53:54 CET 2026
21,25.780279,1.74507262,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,47.88520722654688,9.064948226546894,.233510,47.88521241236296,40.83473301462419,7.05047939773877,.181618,Do 5. Mär 09:56:03 CET 2026
24,29.463176,1.99436871,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,49.9027019509071,11.082442950907114,.285480,49.902708693309734,42.74154792344596,7.161160769863774,.184469,Do 5. Mär 09:57:19 CET 2026
27,33.146073,2.24366480,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,52.16284867961454,13.342589679614554,.343701,52.16285749702894,44.23615074686511,7.92670675016383,.204189,Do 5. Mär 09:59:43 CET 2026
30,36.828970,2.49296089,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,54.63272283953816,15.812463839538174,.407325,54.63273435387919,45.884417861243364,8.748316492635826,.225354,Do 5. Mär 10:02:43 CET 2026
33,40.511867,2.74225698,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,57.2166495121716,18.396390512171614,.473886,57.216664340372375,48.63041555481323,8.586248785559145,.221179,Do 5. Mär 10:04:25 CET 2026
6,7.365794,.49859217,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,40.75737472347337,1.937115723473384,.049899,40.75737623007826,35.84824303188413,4.90913319819413,.126458,Do 5. Mär 11:38:40 CET 2026
3,3.682897,.24929608,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,39.74310619954318,.922847199543194,.023772,39.74310738567746,35.14958808794948,4.59351929772798,.118327,Do 5. Mär 11:38:40 CET 2026
9,11.048691,.74788826,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,41.878928595780955,3.058669595780969,.078790,41.87893051064804,36.59995496133545,5.27897554931259,.135985,Do 5. Mär 11:38:42 CET 2026
12,14.731588,.99718435,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,43.12716592238089,4.306906922380904,.110944,43.12716835317947,37.44541404853086,5.68175430464861,.146360,Do 5. Mär 11:38:44 CET 2026
9,11.048691,.74788826,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,41.878928595780955,3.058669595780969,.078790,41.87893052489393,36.60634066163474,5.27258986325919,.135820,Do 5. Mär 11:38:44 CET 2026
3,3.682897,.24929608,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,39.74310619954318,.922847199543194,.023772,39.743107396109785,35.15422805184876,4.588879344261025,.118208,Do 5. Mär 11:38:44 CET 2026
15,18.414485,1.24648044,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,44.525551883941816,5.705292883941830,.146966,44.52555500443434,38.43431764936593,6.09123735506841,.156908,Do 5. Mär 11:38:46 CET 2026
0,0,0,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,38.820258999999986,0,0,38.82025993385419,34.51059134575653,4.30966858809766,.111015,Do 5. Mär 11:38:46 CET 2026
0,0,0,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,38.820258999999986,0,0,38.820259941954,34.51453187582968,4.30572806612432,.110914,Do 5. Mär 11:38:46 CET 2026
36,44.194764,2.99155307,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,59.771647274807,20.951388274807014,.539702,59.771665905087204,52.93848805655216,6.833177848535044,.176020,Do 5. Mär 11:38:48 CET 2026
6,7.365794,.49859217,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,40.75737472347337,1.937115723473384,.049899,40.75737624272077,35.853748026574465,4.903628216146305,.126316,Do 5. Mär 11:38:49 CET 2026
42,51.560558,3.49014525,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,64.33200473008084,25.511745730080854,.657176,64.33203152757136,60.10689966444398,4.22513186312738,.108838,Do 5. Mär 11:38:55 CET 2026
45,55.243455,3.73944134,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,66.25556099997567,27.435301999975684,.706726,66.25559203179984,62.284774885836605,3.970817145963235,.102287,Do 5. Mär 11:38:55 CET 2026
12,14.731588,.99718435,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,43.12716592238089,4.306906922380904,.110944,43.1271683679576,37.45297336989879,5.67419499805881,.146165,Do 5. Mär 11:38:56 CET 2026
18,22.097382,1.49577653,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,46.10160772844655,7.281348728446564,.187565,46.101611756896915,39.559560621119566,6.542051135777349,.168521,Do 5. Mär 11:38:57 CET 2026
30,36.828970,2.49296089,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,54.63272283953816,15.812463839538174,.407325,54.63273444716111,45.89802349138939,8.73471095577172,.225003,Do 5. Mär 11:38:57 CET 2026
21,25.780279,1.74507262,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,47.88520722654688,9.064948226546894,.233510,47.88521245563759,40.84763708272901,7.03757537290858,.181286,Do 5. Mär 11:38:58 CET 2026
27,33.146073,2.24366480,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,52.16284867961454,13.342589679614554,.343701,52.16285757499234,44.24656952864139,7.91628804635095,.203921,Do 5. Mär 11:39:00 CET 2026
21,25.780279,1.74507262,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,47.88520722654688,9.064948226546894,.233510,47.88521249810558,40.860417755578965,7.024794742526615,.180956,Do 5. Mär 11:39:03 CET 2026
39,47.877661,3.24084916,10.1000,38.820259,3.843590,573.5,550,10.534,38.820258999999986,62.1668708065582,23.346611806558214,.601402,62.16689351308106,57.20819076999442,4.95870274308664,.127734,Do 5. Mär 11:39:07 CET 2026
33,40.511867,2.74225698,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,57.2166495121716,18.396390512171614,.473886,57.21666444822823,48.67545579639304,8.54120865183519,.220019,Do 5. Mär 11:39:13 CET 2026
24,29.463176,1.99436871,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,49.9027019509071,11.082442950907114,.285480,49.90270875448959,42.76846267889213,7.13424607559746,.183776,Do 5. Mär 11:39:23 CET 2026
18,22.097382,1.49577653,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,46.10160772844655,7.281348728446564,.187565,46.10161178333287,39.57048309181632,6.53112869151655,.168240,Do 5. Mär 11:39:29 CET 2026
36,44.194764,2.99155307,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,59.771647274807,20.951388274807014,.539702,59.771666032760876,52.99790446366279,6.773761569098086,.174490,Do 5. Mär 11:39:41 CET 2026
39,47.877661,3.24084916,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,62.1668708065582,23.346611806558214,.601402,62.1668936730549,57.248370252365696,4.918523420689204,.126699,Do 5. Mär 11:39:58 CET 2026
15,18.414485,1.24648044,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,44.525551883941816,5.705292883941830,.146966,44.52555503389755,38.44341683421,6.08213819968755,.156674,Do 5. Mär 11:39:59 CET 2026
42,51.560558,3.49014525,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,64.33200473008084,25.511745730080854,.657176,64.33203172187487,60.12574963540774,4.20628208646713,.108352,Do 5. Mär 11:40:15 CET 2026
45,55.243455,3.73944134,10.1000,38.820259,3.843590,573.5,550,10.575,38.820258999999986,66.25556099997567,27.435301999975684,.706726,66.25559222351413,62.30799351052753,3.94759871298660,.101689,Do 5. Mär 11:40:28 CET 2026
24,29.463176,1.99436871,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,49.9027019509071,11.082442950907114,.285480,49.90270881272548,42.794839258699064,7.107869554026416,.183096,Do 5. Mär 12:37:55 CET 2026
30,36.828970,2.49296089,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,54.63272283953816,15.812463839538174,.407325,54.63273453655041,45.91231679729689,8.72041773925352,.224635,Do 5. Mär 12:37:56 CET 2026
33,40.511867,2.74225698,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,57.2166495121716,18.396390512171614,.473886,57.21666455196026,48.720431888147694,8.496232663812566,.218860,Do 5. Mär 12:38:00 CET 2026
36,44.194764,2.99155307,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,59.771647274807,20.951388274807014,.539702,59.77166615529082,53.05688819745468,6.71477795783614,.172970,Do 5. Mär 12:38:01 CET 2026
39,47.877661,3.24084916,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,62.1668708065582,23.346611806558214,.601402,62.16689382698437,57.28762978936791,4.87926403761646,.125688,Do 5. Mär 12:38:05 CET 2026
42,51.560558,3.49014525,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,64.33200473008084,25.511745730080854,.657176,64.33203192677692,60.144364153106,4.18766777367092,.107873,Do 5. Mär 12:38:06 CET 2026
27,33.146073,2.24366480,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,52.16284867961454,13.342589679614554,.343701,52.162857650052885,44.256821130692394,7.906036519360491,.203657,Do 5. Mär 12:38:12 CET 2026
45,55.243455,3.73944134,10.1000,38.820259,3.843590,573.5,550,10.616,38.820258999999986,66.25556099997567,27.435301999975684,.706726,66.25559240512054,62.3309949094143,3.92459749570624,.101096,Do 5. Mär 12:38:17 CET 2026
0,0,0,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,31.983544000000016,0,0,32.07020480340947,30.494300384674094,1.575904418735376,.049272,Do 5. Mär 12:50:05 CET 2026
0,0,0,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,31.983544000000016,0,0,32.07038676550156,30.496267028688404,1.574119736813156,.049216,Do 5. Mär 12:50:42 CET 2026
3,5.387555,.24929606,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,32.74386653297627,.760322532976254,.023772,32.85777549316162,31.101068976901374,1.756706516260246,.054925,Do 5. Mär 12:51:00 CET 2026
6,10.775111,.49859217,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,33.57951060091258,1.595966600912564,.049899,33.71496135528747,31.766274963841862,1.948686391445608,.060927,Do 5. Mär 12:51:35 CET 2026
3,5.387555,.24929606,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,32.74386653297627,.760322532976254,.023772,32.857696673680124,31.104482434060365,1.753214239619759,.054816,Do 5. Mär 12:52:23 CET 2026
9,16.162666,.74788824,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,34.50354608427846,2.520002084278444,.078790,34.621822180248756,32.492347060878,2.129475119370756,.066580,Do 5. Mär 12:53:10 CET 2026
6,10.775111,.49859217,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,33.57951060091258,1.595966600912564,.049899,33.714183703122515,31.769476840912453,1.944706862210062,.060803,Do 5. Mär 12:53:17 CET 2026
12,21.550222,.99718435,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,35.53195258936078,3.548408589360764,.110944,35.73662010441592,33.2847468559913,2.45187324842462,.076660,Do 5. Mär 12:53:59 CET 2026
9,16.162666,.74788824,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,34.50354608427846,2.520002084278444,.078790,34.62092378436665,32.49597984388648,2.12494394048017,.066438,Do 5. Mär 12:55:31 CET 2026
15,26.937777,1.24648042,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,36.68406593956317,4.700521939563154,.146966,36.91979285874026,33.945275804014685,2.974517054725575,.093001,Do 5. Mär 12:55:49 CET 2026
18,32.325333,1.49577653,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,37.98256019345788,5.999016193457864,.187565,38.171104120835054,35.06568593765608,3.105418183178974,.097094,Do 5. Mär 12:57:20 CET 2026
21,37.712888,1.74507260,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,39.45204624113059,7.468502241130574,.233510,39.592965179909704,36.02661794900898,3.566347230900724,.111505,Do 5. Mär 12:58:40 CET 2026
42,75.425777,3.49014525,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,53.00236355748706,21.018819557487044,.657176,5422.106203789892,0.15641273090072388,5421.94979105899127612,169.523108,Do 5. Mär 13:02:24 CET 2026
39,70.038221,3.24084914,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,51.21854277080697,19.234998770806954,.601402,3820.9893661346846,0.2146511991646139,3820.7747149355199861,119.460642,Do 5. Mär 13:03:56 CET 2026
24,43.100444,1.99436871,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,41.1142376613202,9.130693661320184,.285480,41.11423839624309,36.29630471376906,4.81793368247403,.150637,Do 5. Mär 13:04:17 CET 2026
45,80.813333,3.73944137,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,54.5871588528404,22.603614852840384,.706726,3041.8049144759516,0.22880011995358018,3041.57611435599801982,95.098157,Do 5. Mär 13:05:38 CET 2026
33,59.263110,2.74225696,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,47.140107624016466,15.156563624016450,.473886,2605.143245233286,42.351010830710806,2562.792234402575194,80.128463,Do 5. Mär 13:09:08 CET 2026
36,64.650666,2.99155307,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,49.24513912224897,17.261595122248954,.539702,551.0815406167402,0.06758658467989336,551.01395403206030664,17.228045,Do 5. Mär 13:10:17 CET 2026
30,53.875555,2.49296089,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,45.01124077773982,13.027696777739804,.407324,899.9109976397042,40.22179906810453,859.68919857159967,26.879110,Do 5. Mär 13:10:41 CET 2026
27,48.487999,2.24366478,6.8800,31.983544,4.648771,691.2,450,10.493,31.983544000000016,42.9763471083231,10.992803108323084,.343701,42.976348237661306,36.49119217140265,6.485156066258656,.202765,Do 5. Mär 13:12:35 CET 2026
12,21.550222,.99718435,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,35.53195258936078,3.548408589360764,.110944,35.73597264879387,33.29022690374965,2.44574574504422,.076468,Do 5. Mär 13:52:27 CET 2026
15,26.937777,1.24648042,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,36.68406593956317,4.700521939563154,.146966,36.9188184491243,33.95567170921378,2.96314673991052,.092645,Do 5. Mär 13:54:09 CET 2026
18,32.325333,1.49577653,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,37.98256019345788,5.999016193457864,.187565,38.168240682888424,35.07014877094047,3.098091911947954,.096865,Do 5. Mär 13:54:51 CET 2026
21,37.712888,1.74507260,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,39.45204624113059,7.468502241130574,.233510,39.59157586213473,36.02568640220397,3.56588945993076,.111491,Do 5. Mär 13:57:30 CET 2026
0,0,0,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,31.983544000000016,0,0,32.070556693096556,30.498513732588304,1.572042960508252,.049151,Do 5. Mär 14:03:07 CET 2026
24,43.100444,1.99436871,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,41.1142376613202,9.130693661320184,.285480,41.114238399202115,36.29608191756991,4.818156481632205,.150644,Do 5. Mär 14:03:10 CET 2026
3,5.387555,.24929606,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,32.74386653297627,.760322532976254,.023772,32.85750549226335,31.108207635815976,1.749297856447374,.054693,Do 5. Mär 14:04:42 CET 2026
6,10.775111,.49859217,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,33.57951060091258,1.595966600912564,.049899,33.713411355599916,31.77349517346885,1.939916182131066,.060653,Do 5. Mär 14:05:18 CET 2026
33,59.263110,2.74225696,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,47.140107624016466,15.156563624016450,.473886,99.64726714097465,38.72865655276373,60.91861058821092,1.904686,Do 5. Mär 14:06:41 CET 2026
9,16.162666,.74788824,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,34.50354608427846,2.520002084278444,.078790,34.61962016137388,32.50097495869325,2.11864520268063,.066241,Do 5. Mär 14:08:07 CET 2026
30,53.875555,2.49296089,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,45.01124077773982,13.027696777739804,.407324,616.1726552016486,40.21680815533862,575.95584704630998,18.007880,Do 5. Mär 14:08:21 CET 2026
12,21.550222,.99718435,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,35.53195258936078,3.548408589360764,.110944,35.735125064176806,33.29568753386947,2.439437530307336,.076271,Do 5. Mär 14:09:28 CET 2026
27,48.487999,2.24366478,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,42.9763471083231,10.992803108323084,.343701,42.976348238419504,36.5212896918129,6.455058546606604,.201824,Do 5. Mär 14:11:01 CET 2026
15,26.937777,1.24648042,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,36.68406593956317,4.700521939563154,.146966,36.917578956082984,33.964319740213135,2.953259215869849,.092336,Do 5. Mär 14:11:34 CET 2026
18,32.325333,1.49577653,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,37.98256019345788,5.999016193457864,.187565,38.16573458039155,35.07589803066398,3.08983654972757,.096607,Do 5. Mär 14:11:41 CET 2026
21,37.712888,1.74507260,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,39.45204624113059,7.468502241130574,.233510,39.5895289695337,36.030530131913004,3.558998837620696,.111275,Do 5. Mär 14:15:17 CET 2026
42,75.425777,3.49014525,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,53.00236355748706,21.018819557487044,.657176,3372.574938674102,0.09748939091510919,3372.47744928318689081,105.444144,Do 5. Mär 14:25:39 CET 2026
36,64.650666,2.99155307,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,49.24513912224897,17.261595122248954,.539702,534.7372324969956,0.03997903225767345,534.69725346473792655,16.717886,Do 5. Mär 14:26:35 CET 2026
24,43.100444,1.99436871,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,41.1142376613202,9.130693661320184,.285480,41.11423840196371,36.299948060323075,4.814290341640635,.150523,Do 5. Mär 14:26:39 CET 2026
39,70.038221,3.24084914,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,51.21854277080697,19.234998770806954,.601402,3795.7350921770603,0.026591857184159837,3795.708500319876140163,118.676920,Do 5. Mär 14:28:22 CET 2026
45,80.813333,3.73944137,6.8800,31.983544,4.648771,691.2,450,10.534,31.983544000000016,54.5871588528404,22.603614852840384,.706726,3019.23291953027,0.13700691244337576,3019.09591261782662424,94.395290,Do 5. Mär 14:32:07 CET 2026
27,48.487999,2.24366478,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,42.9763471083231,10.992803108323084,.343701,42.97634823907697,36.53892775296959,6.43742048610738,.201272,Do 5. Mär 14:34:00 CET 2026
30,53.875555,2.49296089,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,45.01124077773982,13.027696777739804,.407324,848.1493409419393,40.22596446292527,807.92337647901403,25.260595,Do 5. Mär 14:34:06 CET 2026
36,64.650666,2.99155307,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,49.24513912224897,17.261595122248954,.539702,3926.7327835026967,0.27467164396606836,3926.45811185873063164,122.764947,Do 5. Mär 14:39:00 CET 2026
33,59.263110,2.74225696,6.8800,31.983544,4.648771,691.2,450,10.575,31.983544000000016,47.140107624016466,15.156563624016450,.473886,1968.0707935948155,0.03889120826831885,1968.03190238654718115,61.532640,Do 5. Mär 14:41:26 CET 2026
0,0,0,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,31.983544000000016,0,0,32.07092086329722,30.501380877437462,1.569539985859758,.049073,Do 5. Mär 21:36:28 CET 2026
0,0,0,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,31.983544000000016,0,0,32.08065279676682,30.495482647270748,1.585170149496072,.049562,Do 5. Mär 21:36:32 CET 2026
6,10.775111,.49859217,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,33.57951060091258,1.595966600912564,.049899,33.712615125847464,31.77683886790692,1.935776257940544,.060524,Do 5. Mär 21:36:35 CET 2026
3,5.387555,.24929606,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,32.74386653297627,.760322532976254,.023772,32.857038541092095,31.11188257160826,1.745155969483835,.054564,Do 5. Mär 21:36:40 CET 2026
3,5.387555,.24929606,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,32.74386653297627,.760322532976254,.023772,32.87533431749558,31.091209698905587,1.784124618589993,.055782,Do 5. Mär 21:37:09 CET 2026
6,10.775111,.49859217,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,33.57951060091258,1.595966600912564,.049899,33.73634126087416,31.742881442754356,1.993459818119804,.062327,Do 5. Mär 21:37:58 CET 2026
9,16.162666,.74788824,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,34.50354608427846,2.520002084278444,.078790,34.61784087716267,32.5058020661694,2.11203881099327,.066035,Do 5. Mär 21:38:16 CET 2026
12,21.550222,.99718435,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,35.53195258936078,3.548408589360764,.110944,35.735170069773964,33.299863847136564,2.435306222637400,.076142,Do 5. Mär 21:38:55 CET 2026
9,16.162666,.74788824,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,34.50354608427846,2.520002084278444,.078790,34.63836183955493,32.462568659452835,2.175793180102095,.068028,Do 5. Mär 21:39:28 CET 2026
12,21.550222,.99718435,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,35.53195258936078,3.548408589360764,.110944,35.76862870643442,33.16516093532906,2.60346777110536,.081400,Do 5. Mär 21:39:53 CET 2026
15,26.937777,1.24648042,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,36.68406593956317,4.700521939563154,.146966,36.916849595598556,33.978226561688764,2.938623033909792,.091879,Do 5. Mär 21:41:18 CET 2026
15,26.937777,1.24648042,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,36.68406593956317,4.700521939563154,.146966,36.952423144228504,33.8573738541993,3.095049290029204,.096770,Do 5. Mär 21:41:45 CET 2026
18,32.325333,1.49577653,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,37.98256019345788,5.999016193457864,.187565,38.16312849699389,35.08047501708613,3.08265347990776,.096382,Do 5. Mär 21:42:05 CET 2026
21,37.712888,1.74507260,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,39.45204624113059,7.468502241130574,.233510,39.588702778502984,36.04082749535013,3.547875283152854,.110928,Do 5. Mär 21:44:07 CET 2026
18,32.325333,1.49577653,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,37.98256019345788,5.999016193457864,.187565,38.226352215926255,34.983580022402464,3.242772193523791,.101388,Do 5. Mär 21:44:33 CET 2026
21,37.712888,1.74507260,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,39.45204624113059,7.468502241130574,.233510,39.67981471456685,35.74110523649967,3.93870947806718,.123148,Do 5. Mär 21:44:59 CET 2026
24,43.100444,1.99436871,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,41.1142376613202,9.130693661320184,.285480,41.11423840464207,36.307807343059096,4.806431061582974,.150278,Do 5. Mär 21:46:21 CET 2026
24,43.100444,1.99436871,6.8800,31.983544,4.648771,691.2,500,10.493,31.983544000000016,41.1142376613202,9.130693661320184,.285480,41.114238565526264,36.03016176056127,5.084076804964994,.158959,Do 5. Mär 21:49:41 CET 2026
27,48.487999,2.24366478,6.8800,31.983544,4.648771,691.2,450,10.616,31.983544000000016,42.9763471083231,10.992803108323084,.343701,42.97634823945931,36.570977151909965,6.405371087549345,.200270,Do 5. Mär 21:53:26 CET 2026
