  TimeWindow  Iteration  ResRel(Displacement)  ResRel(Velocity)  ResAbs(Traction)  ResRel(Displacement)  ResRel(Velocity)  ResAbs(Traction)
   386      11   4.53906015e-06   2.31146141e-04   2.17796517e-08   3.42591358e-02   4.13872304e+00   4.53419642e-06
   386      12   3.85024714e-06   1.94384525e-04   2.12961531e-08   3.17162333e-01   1.40473760e+00   1.46917631e-06
   386      13   4.03766394e-06   2.04774996e-04   1.27774929e-08   1.57073884e-01   1.64680293e+00   1.34143607e-07
   386      14   3.77991890e-06   1.91824103e-04   3.03627499e-08   1.36614261e-01   1.73603505e+00   9.59420963e-07
   386      15   2.36188802e-06   1.19821679e-04   3.96996829e-08   1.47447057e-01   1.68429973e+00   5.74011874e-07
   386      16   1.70622629e-06   8.67954832e-05   6.26423963e-08   6.38767747e-02   3.15944001e+00   8.91163327e-07
   386      17   1.02651207e-06   5.23645775e-05   9.03639252e-08   1.41050390e-02   3.13229063e-01   6.52720092e-07
   386      18   1.09270099e-06   5.57453200e-05   8.30719323e-08   1.60900613e-02   3.45161750e-01   4.73513940e-07
   386      19   9.64081181e-07   4.91812371e-05   7.21463695e-08   1.47835662e-02   3.24476259e-01   4.44357129e-07
   386      20   4.94793709e-07   2.52365151e-05   3.97452965e-08   9.79684030e-03   2.35843292e-01   1.78964246e-07
   386      21   1.21602280e-07   6.20033448e-06   1.37565478e-08   1.60434512e-03   4.58927980e-02   1.58353843e-08
   386      22   1.28991732e-07   6.57660235e-06   6.62653047e-09   1.94161817e-03   6.09145130e-02   6.98903802e-08
   386      23   1.31939210e-07   6.72689518e-06   6.29459663e-09   1.93369970e-03   6.06660861e-02   7.09717477e-08
   386      24   1.31932575e-07   6.72655532e-06   6.28629987e-09   1.93463671e-03   6.06954832e-02   7.10570677e-08
   386      25   1.32648382e-07   6.76304995e-06   6.19771320e-09   1.93511983e-03   6.07106407e-02   7.17646183e-08
   387       1   1.93483519e-02   4.01356649e-02   6.92367270e-04   3.08906384e-02   0.00000000e+00   3.84645556e-03
   387       2   2.32346940e-05   1.17996833e-03   5.35017826e-06   5.65909942e-01   1.09553940e+00   1.36555353e-05
   387       3   3.41782619e-05   1.62638163e-03   3.95873780e-06   2.83036151e+00   1.14172174e+00   4.59879821e-05
   387       4   5.05836503e-05   1.90126554e-03   1.22301991e-06   1.40548356e+00   1.13729285e+00   8.95497537e-05
   387       5   4.01237193e-05   1.57168368e-03   9.52496461e-07   1.42258605e+00   1.12625780e+00   2.73675169e-05
   387       6   1.58429979e-05   7.25824306e-04   7.23809423e-07   1.80133323e+00   1.09563686e+00   1.37343767e-06
   387       7   1.68400733e-05   7.78749280e-04   5.54478711e-07   1.95012599e+00   1.11153719e+00   7.47676987e-06
   387       8   1.68957321e-05   8.09995709e-04   4.68181644e-07   2.76122857e+00   1.11247407e+00   9.44371154e-06
   387       9   1.71815318e-05   8.33007125e-04   4.44985490e-07   3.94370373e+00   1.13333365e+00   5.04518071e-06
   387      10   1.46918521e-05   7.29187561e-04   4.06383284e-07   3.39267621e+00   1.14769588e+00   5.53161778e-06
   387      11   1.46548083e-05   7.26835508e-04   4.08008604e-07   3.17219678e+00   1.16181771e+00   5.97308104e-06
   387      12   1.46548982e-05   7.26855857e-04   4.07955548e-07   3.16994571e+00   1.16171165e+00   5.94690077e-06
   387      13   1.46489037e-05   7.26685923e-04   4.02848601e-07   2.72470911e+00   1.17831104e+00   5.53943394e-06
   387      14   1.45561511e-05   7.19569323e-04   3.98844246e-07   3.63735555e+00   1.17292651e+00   5.87163427e-06
   387      15   1.33637084e-05   6.62456433e-04   3.63585860e-07   3.11184912e+00   1.16853013e+00   7.43617550e-06
   387      16   1.18941072e-05   5.91378974e-04   3.17521203e-07   2.39736369e+00   1.17409044e+00   6.94745607e-06
   387      17   3.20616130e-06   1.62100388e-04   3.31837181e-08   5.29086781e-01   1.24298247e+00   1.01162904e-06
   387      18   3.44079759e-06   1.73841762e-04   4.15542391e-08   5.56756336e-01   1.24428023e+00   1.15704131e-06
   387      19   3.70064208e-06   1.86852040e-04   5.03254468e-08   5.94276386e-01   1.23899867e+00   1.31405182e-06
   387      20   3.70964578e-06   1.87565603e-04   6.60345394e-08   5.07163740e-01   1.25583840e+00   1.86996581e-06
   387      21   4.74293120e-07   2.42500842e-05   1.27406025e-08   2.23962291e-02   1.40140208e+00   5.06539021e-07
   387      22   3.42036411e-08   1.74987445e-06   6.68113205e-10   4.01249716e-03   1.29893907e-01   1.25674713e-08
   387      23   4.92673297e-08   2.52116153e-06   6.77461942e-10   4.36927426e-03   1.14867143e-01   6.00675477e-08
   387      24   4.42487966e-08   2.26426597e-06   1.11532415e-09   3.34838427e-03   9.00199305e-02   5.27408819e-08
   387      25   2.95081770e-08   1.50986459e-06   9.44484617e-10   1.34924573e-03   3.79598835e-02   3.37522915e-08
   388       1   1.92890187e-02   3.87759477e-02   7.10044451e-04   3.43249503e-02   1.19803148e-01   3.51476787e-03
   388       2   2.03832724e-05   1.05432323e-03   2.68732708e-05   1.20528734e-01   1.33331195e+00   3.85794927e-05
   388       3   2.61167540e-05   1.32274945e-03   5.80307017e-06   5.37346610e-01   9.94179045e-01   1.79306205e-04
   388       4   1.72662828e-05   8.61325729e-04   1.64301360e-07   2.55489819e+00   1.15255644e+00   1.22499294e-04
   388       5   4.00012012e-05   2.02048639e-03   4.83464293e-08   1.23541035e+00   1.10940871e+00   3.00225574e-05
   388       6   5.95436772e-05   2.96637076e-03   1.34687468e-07   3.14535472e+00   1.14188162e+00   6.40849459e-05
   388       7   2.45028818e-05   1.22709524e-03   4.39252971e-09   3.39499223e+00   1.03389188e+00   5.63242898e-05
   388       8   1.39184076e-05   7.10778097e-04   1.19234410e-08   3.56077799e-01   1.14343279e+00   4.39955499e-06
   388       9   1.68727080e-05   8.60755973e-04   5.00221349e-09   4.23347764e-01   1.12970780e+00   4.55740209e-06
   388      10   1.69227938e-06   8.68987910e-05   2.93157796e-10   2.88882287e-03   1.01190756e-01   2.57542358e-06
   388      11   1.77582108e-07   9.11753865e-06   1.02459889e-11   1.36084087e-03   4.49556434e-02   4.88284587e-07
   388      12   1.42096825e-08   7.29572590e-07   9.99576060e-12   5.27230223e-05   1.67167777e-03   2.51858704e-08
   389       1   1.92234718e-02   3.91130604e-02   7.30142424e-04   3.05758322e-02   1.05344851e-01   3.87073479e-03
   389       2   4.08802642e-05   2.12219874e-03   1.77121531e-05   1.85556409e-01   1.01884423e+00   1.42529305e-04
   389       3   8.95117727e-05   4.74112624e-03   3.52875139e-06   8.05682035e-01   1.16833000e+00   2.80595356e-04
   389       4   1.21998170e-04   6.48229162e-03   7.00417957e-07   5.77707877e-01   1.14642150e+00   3.91321461e-04
   389       5   7.73508692e-05   4.10928556e-03   4.54409697e-07   5.73024019e-01   1.14752036e+00   2.70795590e-04
   389       6   7.33217292e-05   3.89535782e-03   4.82427010e-07   5.72784509e-01   1.14866957e+00   2.15264270e-04
   389       7   7.73100350e-05   3.99129435e-03   1.01284196e-09   3.56858943e-02   6.20636243e-01   3.93774695e-04
   389       8   5.55755305e-06   2.86349067e-04   4.63985508e-09   7.44527718e-03   2.00248406e-01   2.79822600e-05
   389       9   3.58409641e-07   1.84594788e-05   1.99617169e-10   1.19955554e-03   3.91869581e-02   1.84268954e-06
   389      10   7.90224407e-08   4.07003207e-06   1.16727775e-11   5.77362169e-04   1.79092717e-02   1.16844938e-07
   389      11   4.26982735e-08   2.19915608e-06   5.19995922e-12   1.18991181e-03   3.89142695e-02   1.81310432e-07
   389      12   5.22677496e-08   2.69203610e-06   5.63683106e-12   4.59988852e-04   1.43259229e-02   2.11155602e-07
   389      13   3.61254544e-09   1.86067439e-07   1.12884039e-11   7.21013521e-04   2.23156721e-02   1.69303831e-08
   389      14   1.06326927e-09   5.47647140e-08   1.69119417e-12   7.41867429e-04   2.29499328e-02   4.01270843e-09
   389      15   1.21616343e-09   6.26396733e-08   5.96184827e-14   7.38192307e-04   2.28387447e-02   4.00118171e-09
   389      16   1.51229549e-09   7.78922357e-08   2.88908341e-12   7.34413115e-04   2.27242942e-02   5.37523094e-09
   389      17   9.02872110e-10   4.65032923e-08   1.01835567e-12   7.17508109e-04   2.22127968e-02   3.85274522e-09
   389      18   3.88639662e-10   2.00172554e-08   3.12066712e-13   7.02347810e-04   2.17535122e-02   1.69926174e-09
   389      19   3.60230650e-10   1.85540186e-08   3.06832994e-12   6.90744755e-04   2.14013903e-02   1.56991265e-09
   389      20   3.72384443e-10   1.91800095e-08   1.83200478e-12   6.84909332e-04   2.12241802e-02   1.74264252e-09
   389      21   3.10805363e-10   1.60083185e-08   1.11014965e-12   6.72324658e-04   2.08419307e-02   1.31545472e-09
   389      22   3.36832211e-10   1.73488547e-08   6.86167531e-13   6.69267728e-04   2.07490094e-02   1.45564733e-09
   389      23   3.08299264e-10   1.58792367e-08   1.60592010e-12   6.61288985e-04   2.05064597e-02   1.13780799e-09
   389      24   3.57285629e-10   1.84023237e-08   3.73893985e-13   6.59179734e-04   2.04423054e-02   1.32648100e-09
   389      25   3.30417296e-10   1.70184455e-08   2.38009259e-12   6.57557583e-04   2.03929656e-02   1.25265905e-09
   390       1   1.91650387e-02   3.91790703e-02   7.57347663e-04   3.12380116e-02   5.06967424e-02   3.78514476e-03
   390       2   3.13565885e-05   1.61871193e-03   3.10898292e-05   9.41923221e-04   8.42364307e-02   2.86082057e-05
   390       3   3.35707952e-05   1.73417305e-03   4.27190494e-06   3.88890295e-03   1.99655851e-01   1.24580912e-05
   390       4   3.95485647e-05   2.04399297e-03   1.71616444e-06   3.19113450e-02   3.81520733e+00   5.95739847e-06
   390       5   3.19292372e-05   1.64988612e-03   2.02320169e-07   1.17369594e-02   5.95542717e-01   4.85247825e-05
   390       6   3.28460769e-05   1.69693797e-03   5.67865421e-07   2.33978452e-03   9.24501847e-02   1.30743623e-05
   390       7   3.20162650e-05   1.65419582e-03   5.55707189e-07   6.05338300e-03   2.61226117e-01   1.39335192e-05
   390       8   3.19536934e-05   1.65096514e-03   5.51128277e-07   6.08586297e-03   2.62693865e-01   1.44608413e-05
   390       9   3.07191840e-05   1.58705248e-03   4.39709773e-07   2.18659219e-03   7.82352840e-02   1.87860571e-05
   390      10   3.17243415e-05   1.63902996e-03   4.50729212e-07   3.62881172e-03   1.35314498e-01   1.99697253e-05
   390      11   1.46618391e-05   7.57428469e-04   1.98951563e-07   4.70744454e-04   1.50224263e-02   9.40729614e-06
   390      12   2.73663808e-06   1.41369347e-04   3.92293920e-08   3.58743468e-04   1.14774742e-02   1.82618596e-06
   390      13   2.48111273e-07   1.28171353e-05   3.20600760e-09   3.68055384e-04   1.17641135e-02   1.69763363e-07
   390      14   2.49107019e-08   1.28684538e-06   3.89158043e-10   3.40944737e-04   1.09125131e-02   1.17434630e-08
   390      15   3.00271520e-08   1.55114172e-06   4.49924444e-10   3.15943157e-04   1.01139656e-02   1.37531549e-08
   390      16   2.79617374e-08   1.44444464e-06   4.15582382e-10   3.10693487e-04   9.94606229e-03   1.35587509e-08
   391       1   1.91072617e-02   3.99109562e-02   7.89718226e-04   3.02925375e-02   0.00000000e+00   3.95231607e-03
   391       2   1.00566821e-06   5.38804378e-05   5.31033512e-06   5.93546993e-01   1.15646271e+00   9.88683725e-07
   391       3   1.17511068e-04   6.30058500e-03   2.66048363e-06   6.06762009e-01   1.16547427e+00   4.01750084e-04
   391       4   1.37396945e-04   7.37888668e-03   1.38991023e-06   7.01353144e-01   1.17483682e+00   5.90431827e-04
   391       5   1.11059909e-04   4.58901196e-03   4.10845074e-07   1.00914582e+00   1.18404224e+00   6.64115542e-04
   391       6   2.67996885e-05   1.34181010e-03   6.40059090e-08   1.58333293e+00   1.24569523e+00   1.42985478e-04
   391       7   3.60948676e-06   1.83052944e-04   3.60632511e-08   7.10483140e-01   1.28577148e+00   1.38260207e-05
   391       8   1.12844292e-06   5.76861781e-05   2.06834097e-08   3.79167733e-01   1.35121425e+00   1.87055655e-06
   391       9   1.28684649e-07   6.65376443e-06   8.78955949e-10   4.42228386e-02   4.87746020e+00   2.16145864e-07
   391      10   2.44994667e-08   1.26944448e-06   5.30569674e-10   5.93025492e-03   1.67295095e-01   3.94608885e-08
   391      11   8.08648320e-09   4.18900566e-07   1.97879056e-11   4.61469372e-04   1.52310089e-02   4.19828209e-08
   391      12   1.15090942e-08   5.96197014e-07   9.13102302e-12   4.72074704e-04   1.55836843e-02   5.58408138e-08
   391      13   9.46514434e-09   4.90313169e-07   4.92537813e-12   4.87750143e-04   1.61011509e-02   4.77263720e-08
   391      14   9.39412618e-09   4.86634043e-07   1.91636851e-12   4.88962780e-04   1.61412030e-02   4.73831092e-08
   391      15   9.23741002e-09   4.78514906e-07   4.00157865e-12   4.93186943e-04   1.62806661e-02   4.48110422e-08
   391      16   8.17451339e-09   4.23452078e-07   1.87717192e-12   5.10423702e-04   1.68496858e-02   3.97382269e-08
   391      17   6.63453957e-09   3.43676381e-07   3.82172898e-12   5.31360796e-04   1.75408475e-02   3.18515273e-08
   391      18   6.26867009e-09   3.24722660e-07   9.84981871e-14   5.42178554e-04   1.78979604e-02   2.96179989e-08
   391      19   6.04551093e-09   3.13160996e-07   2.17763161e-12   5.58338162e-04   1.84314159e-02   2.87696555e-08
   391      20   5.80556439e-09   3.00729997e-07   5.35308380e-13   5.73836130e-04   1.89430272e-02   2.64320144e-08
   391      21   5.48710439e-09   2.84227281e-07   3.20505940e-12   6.41053709e-04   2.11621001e-02   2.38705712e-08
   391      22   4.57196671e-09   2.36805410e-07   2.48653295e-11   9.09597290e-04   3.00271079e-02   1.52955634e-08
   391      23   2.59564994e-09   1.34430154e-07   3.94245149e-11   4.60395118e-03   1.69305884e-01   5.54136554e-09
   391      24   2.13629650e-09   1.10640613e-07   4.17665746e-11   4.46554313e-03   1.63545243e-01   4.99522442e-09
   391      25   2.15376892e-09   1.11547948e-07   3.81886384e-11   3.99301926e-03   1.44312374e-01   5.62229560e-09
   392       1   1.90417033e-02   4.31873271e-02   8.24554957e-04   2.69256219e-02   1.14734363e-01   4.53610133e-03
   392       2   1.60472421e-05   8.30992752e-04   1.44195933e-05   8.79440131e-01   1.17364091e+00   6.96666409e-05
   392       3   2.23779932e-05   1.20657608e-03   4.39337213e-07   7.03885345e-01   1.16118545e+00   1.35795588e-04
   392       4   1.05568120e-05   5.69169896e-04   8.37004197e-09   6.76065629e-01   1.15735007e+00   6.00211729e-05
   392       5   4.70215904e-06   2.53129712e-04   1.09126292e-08   6.24688629e-01   1.15248349e+00   1.22257533e-05
   392       6   4.13485322e-06   2.21978759e-04   6.51705004e-09   5.71230893e-01   1.14606165e+00   1.31757756e-05
   392       7   2.67853958e-06   1.42188667e-04   8.45934728e-09   3.98860365e-01   1.11429567e+00   1.28359265e-05
   392       8   1.51904776e-06   7.98798680e-05   6.80565742e-09   2.46956349e-01   1.05546162e+00   7.73054407e-07
   392       9   1.81452990e-06   9.41466641e-05   4.33495462e-09   1.95198689e-02   1.09477120e+00   1.10859187e-05
   392      10   6.73939345e-07   3.50231568e-05   4.24055087e-10   1.60735971e-02   3.49930806e-01   3.24248658e-06
   392      11   7.20200897e-08   3.74112438e-06   3.24428353e-10   6.60719105e-03   1.72377762e-01   4.38851151e-07
   392      12   7.75589521e-09   4.02777016e-07   5.89032584e-11   5.96856369e-04   1.78080288e-02   3.51640822e-08
   392      13   8.87138656e-10   4.60698943e-08   4.43349240e-12   2.30905409e-04   6.94995766e-03   4.06847199e-09
   393       1   1.89979151e-02   4.25626992e-02   8.56715476e-04   3.21564642e-02   1.65217988e-01   3.99323628e-03
   393       2   2.45953369e-05   1.10809999e-03   2.03645404e-05   2.45096154e+00   1.21100890e+00   1.14964296e-04
   393       3   1.25502888e-04   6.36997325e-03   5.09519907e-08   7.76031243e-01   1.29560786e+00   6.24534181e-04
   393       4   2.23391871e-05   1.19811494e-03   9.87453276e-08   5.07048352e-01   1.13946806e+00   1.06629211e-04
   393       5   8.05008352e-06   4.23469280e-04   3.74185007e-08   2.01787879e-01   1.03438380e+00   3.47130903e-05
   393       6   4.16733722e-06   2.16724433e-04   7.13666556e-10   3.17139952e-02   4.07833829e+00   1.96376300e-05
   393       7   6.05589119e-07   3.15925256e-05   3.74372856e-09   3.86551995e-02   6.26901874e-01   3.15250572e-07
   393       8   2.63225053e-07   1.37063116e-05   1.54903221e-10   2.17132408e-03   7.56275373e-02   1.21821885e-06
   393       9   1.02300959e-08   5.32748063e-07   2.18014317e-11   2.78220474e-04   9.07660239e-03   5.26430171e-08
   394       1   1.89522257e-02   4.21019691e-02   8.89077322e-04   2.97418798e-02   5.82720939e-02   4.22994797e-03
   394       2   1.71819851e-05   9.31017991e-04   1.53947401e-05   6.51065941e-01   1.16538228e+00   4.60789111e-05
   394       3   2.87077014e-04   1.54917927e-02   3.80982102e-07   5.43532705e-01   1.15819685e+00   1.24038378e-03
   394       4   2.79221355e-05   1.46700457e-03   8.29508634e-08   1.23936229e-01   9.56466454e-01   1.44084065e-04
   394       5   1.69605734e-05   8.82221188e-04   5.32115018e-09   8.79910055e-02   1.97237153e+00   8.28006629e-05
   394       6   3.52358564e-06   1.84256022e-04   5.09618209e-09   3.48232496e-02   6.05700860e-01   1.98461504e-05
   394       7   4.87448417e-07   2.54473312e-05   3.70696542e-10   4.63620596e-04   1.55884264e-02   2.52644316e-06
   394       8   9.87995567e-08   5.15781131e-06   8.07253149e-11   2.32667905e-04   7.82291488e-03   4.37492760e-07
   395       1   1.89128204e-02   4.16337242e-02   9.24667559e-04   2.88837802e-02   0.00000000e+00   4.29647704e-03
   395       2   4.77845895e-06   2.14617644e-04   2.22499085e-05   2.44094599e+00   1.20643553e+00   8.53494986e-06
   395       3   5.20830248e-05   2.82010950e-03   9.95796737e-08   5.73859593e-01   1.14111563e+00   2.70838835e-04
   395       4   1.04994144e-05   5.58390602e-04   2.55138359e-08   3.00977735e-01   1.09601772e+00   2.82946598e-05
   395       5   5.41689316e-06   2.84996402e-04   9.62081229e-09   1.16102308e-01   9.42584021e-01   2.44769156e-06
   395       6   2.71382659e-06   1.41888272e-04   2.93098421e-09   9.20685352e-03   4.19591235e-01   1.26079565e-05
   395       7   2.33975808e-07   1.22257272e-05   1.61203139e-09   2.08639082e-02   1.54733791e+00   3.94728535e-07
   395       8   7.82083155e-08   4.08952581e-06   1.80275076e-10   1.33384138e-03   4.61796532e-02   4.81749278e-07
   395       9   9.35946552e-08   4.89440096e-06   7.50648628e-12   1.15524074e-03   3.99961919e-02   3.56189831e-07
   395      10   1.56602814e-08   8.19006013e-07   2.36812919e-11   8.90762065e-04   3.08395248e-02   8.51464759e-08
   395      11   1.70046830e-09   8.89362054e-08   9.77748834e-12   7.23836566e-04   2.50603113e-02   9.16671042e-09
   395      12   2.74271672e-09   1.43451413e-07   6.62729140e-12   6.15584349e-04   2.13124563e-02   1.47819552e-08
   395      13   1.52348850e-09   7.96836408e-08   6.55985170e-12   5.72557935e-04   1.98228188e-02   6.28023501e-09
   395      14   1.00165424e-09   5.23910759e-08   6.78290906e-12   4.98367758e-04   1.72542430e-02   9.25398100e-10
   395      15   8.92928445e-10   4.67054565e-08   3.27561682e-12   1.68170786e-03   5.44213512e-02   2.29863060e-09
   395      16   6.64909509e-10   3.47769410e-08   3.68587688e-13   5.68219690e-04   1.96726220e-02   1.45777843e-09
   395      17   5.67794218e-10   2.96974466e-08   3.14611441e-12   5.72869744e-04   1.98336139e-02   1.46876184e-09
   395      18   5.18700321e-10   2.71296675e-08   6.91000850e-14   5.72441906e-04   1.98188015e-02   8.49407625e-10
   395      19   4.52531471e-10   2.36688093e-08   5.44647438e-13   5.74314953e-04   1.98836492e-02   1.01879465e-09
   395      20   4.58432305e-10   2.39774130e-08   1.30470183e-12   5.77805406e-04   2.00044939e-02   1.01040022e-09
   395      21   4.51793340e-10   2.36301778e-08   1.26241101e-12   5.77118741e-04   1.99807206e-02   9.18603542e-10
   395      22   4.54114482e-10   2.37515828e-08   5.26813696e-13   5.76751779e-04   1.99680158e-02   7.81928799e-10
   395      23   4.58261403e-10   2.39684797e-08   1.80762371e-12   5.76664516e-04   1.99649946e-02   8.06212580e-10
   395      24   4.82606878e-10   2.52418203e-08   1.80843470e-12   5.76734123e-04   1.99674045e-02   8.18011627e-10
   395      25   4.56538696e-10   2.38783720e-08   3.00826575e-12   5.76854260e-04   1.99715638e-02   5.70926639e-10
   396       1   1.88782423e-02   4.20855392e-02   9.58908099e-04   2.80737577e-02   0.00000000e+00   4.45376475e-03
   396       2   5.65192366e-05   1.67453315e-03   2.33510005e-05   1.06194128e+00   1.18223106e+00   5.20859424e-05
   396       3   2.12324500e-04   1.53798739e-03   2.87740068e-07   1.22082166e+00   1.18691994e+00   1.50645558e-03
   396       4   7.88655654e-05   3.76432397e-03   3.83477232e-08   9.43857873e-01   1.17815015e+00   3.79158384e-04
   396       5   5.76029638e-05   3.12767449e-03   9.12004234e-08   5.83352381e-01   1.15260052e+00   1.43025143e-04
   396       6   5.69792166e-05   3.08524765e-03   8.59869583e-08   5.36196445e-01   1.14672251e+00   1.11336689e-04
   396       7   5.63741878e-05   3.04601798e-03   1.17169294e-07   5.03938648e-01   1.14205015e+00   8.79964687e-05
   396       8   5.58507163e-05   3.00647727e-03   1.43353109e-07   4.49802136e-01   1.13303181e+00   6.73753588e-05
   396       9   5.27535012e-05   2.72007359e-03   3.37302855e-07   4.10820689e-01   1.33177238e+00   8.02199001e-05
   396      10   4.92577968e-05   2.34015215e-03   4.34326583e-07   4.27276335e+00   1.21346714e+00   3.41552530e-05
   396      11   4.73876544e-05   2.34155482e-03   4.13186488e-07   3.98395485e+00   1.22871577e+00   3.55405752e-05
   396      12   3.91706611e-05   2.00923698e-03   2.92399805e-07   5.88608410e-01   1.29709717e+00   3.07211185e-05
   396      13   2.19080124e-05   1.17057739e-03   1.82024055e-08   3.42902201e-01   1.10729193e+00   1.54111082e-05
   396      14   1.67362873e-05   8.81383004e-04   6.49865808e-08   1.05384452e-01   9.14077896e-01   1.06818969e-05
   396      15   1.32912654e-05   6.90637526e-04   1.18231832e-07   1.85707585e-01   1.50304268e+00   1.15594847e-05
   396      16   3.60346033e-06   1.83319506e-04   2.81557389e-07   9.50169920e-01   1.26708085e+00   4.06960169e-06
   396      17   3.28530703e-06   1.67812890e-04   2.88150780e-07   7.58168906e-01   1.27959945e+00   5.20336812e-06
   396      18   3.59328944e-06   1.86593083e-04   3.16922081e-07   2.02590138e-01   1.47485329e+00   1.07147797e-05
   396      19   3.50923563e-06   1.84755444e-04   2.66392922e-07   1.00224005e-01   9.02092772e-01   5.26141429e-06
   396      20   2.94653984e-06   1.54934984e-04   2.75635824e-07   7.63883743e-02   8.33702428e-01   4.52526850e-06
   396      21   2.25096476e-06   1.18368094e-04   2.68766501e-07   7.76931127e-02   8.38094730e-01   2.69527078e-06
   396      22   1.81661744e-06   9.55663282e-05   1.28747804e-07   8.54309535e-02   8.62610671e-01   4.34496637e-07
   396      23   1.89548738e-06   9.94303745e-05   1.48633911e-08   2.94436368e-02   5.51526028e-01   1.59815681e-06
   396      24   1.94251294e-06   1.01849804e-04   2.45179046e-08   2.00145639e-02   4.37623695e-01   1.82754888e-06
   396      25   1.50520565e-06   7.87749492e-05   1.97764580e-08   1.85717660e-02   1.22327890e+00   1.52682049e-06
   397       1   1.87954195e-02   5.54613896e-02   1.00027704e-03   1.49620896e-02   2.03122584e+00   7.16752056e-03
   397       2   1.81859417e-04   3.38470302e-03   1.93921382e-05   1.10715741e+00   1.18366838e+00   1.14709180e-04
   397       3   4.96468434e-03   2.69219781e-01   9.67468719e-06   6.03296446e-01   1.36424713e+00   2.38250887e-02
   397       4   2.35710126e-03   1.17130816e-01   5.95446873e-07   9.00417717e-01   1.20376000e+00   1.28219353e-02
   397       5   5.35552300e-04   7.21321873e-03   8.89952221e-06   1.12843633e+00   1.18453598e+00   2.15967398e-03
   397       6   8.09110216e-04   1.17806848e-02   1.03921040e-05   1.12436757e+00   1.18501028e+00   3.53594706e-03
   397       7   6.11172703e-04   1.33304652e-02   1.89693208e-05   1.09473063e+00   1.18351831e+00   2.19577956e-03
   397       8   6.40803224e-04   1.35411038e-02   2.01236632e-05   1.09752210e+00   1.18362349e+00   2.22039730e-03
   397       9   5.53189636e-04   1.15873966e-02   1.51854856e-05   1.09832085e+00   1.18371390e+00   2.33147168e-03
   397      10   6.32271635e-05   3.40601108e-03   2.26245390e-06   4.42334833e-01   1.10897947e+00   6.67424070e-05
   397      11   4.23609877e-05   2.20746390e-03   4.03592762e-07   1.13887126e-01   2.24004976e+00   1.70866679e-04
   397      12   4.64144635e-05   2.38849192e-03   4.52868065e-07   4.51477314e-01   1.39730412e+00   2.16516780e-04
   397      13   2.02404997e-06   1.06112558e-04   1.62769989e-08   7.35590480e-03   1.55905485e-01   6.82239240e-06
   397      14   3.45635029e-07   1.81069027e-05   2.78948879e-09   7.79029492e-03   2.22166576e-01   7.17251956e-07
   397      15   4.53972251e-08   2.37892106e-06   3.36106144e-10   2.00683287e-03   5.06015143e-02   1.75637814e-07
   397      16   5.02363253e-09   2.63273750e-07   5.73254638e-11   1.80024806e-04   4.37831352e-03   7.24559728e-09
   398       1   1.88077472e-02   4.86436191e-02   1.02536956e-03   3.94951666e-02   4.01539599e-01   3.99189359e-03
   398       2   3.09729041e-04   1.53369347e-02   6.38215369e-06   9.17382748e-01   1.16437887e+00   2.56194005e-04
   398       3   4.98853475e-04   2.23615708e-02   1.99059793e-06   2.66834749e+00   1.21855312e+00   2.46917699e-03
   398       4   2.19822080e-04   1.20119807e-02   1.65881940e-07   6.69979621e-01   1.16306017e+00   7.83232445e-04
   398       5   2.18722393e-05   1.14704520e-03   4.32537868e-08   3.23068325e-02   4.04240651e+00   4.60546471e-05
   398       6   1.02236307e-06   5.37494256e-05   4.85033316e-09   1.62163559e-02   3.69271293e-01   6.09205727e-06
   398       7   2.68125977e-07   1.40857951e-05   6.42628893e-10   1.04898991e-03   3.30976296e-02   4.30610642e-08
   398       8   1.20872318e-08   6.34975459e-07   8.18082560e-11   4.74630067e-04   1.51973054e-02   2.98648764e-09
   398       9   8.73709849e-10   4.58973395e-08   2.01859546e-12   2.17977154e-05   7.06113362e-04   3.38914503e-09
   399       1   1.87929971e-02   4.44902117e-02   1.04661261e-03   2.99463434e-02   4.17249763e-01   4.87043131e-03
   399       2   1.55337684e-05   5.01881591e-04   3.02921431e-05   1.49072435e+00   1.18588563e+00   5.26501496e-05
   399       3   7.10864313e-04   3.76962846e-02   1.35365061e-06   8.25797414e-01   1.18456856e+00   4.90685850e-03
   399       4   1.40006819e-03   2.48724974e-02   1.29370004e-06   1.11038456e+00   1.18793301e+00   7.85553721e-03
   399       5   4.26856011e-04   2.00232044e-02   5.16380492e-07   9.45267789e-01   1.18221115e+00   2.42227387e-03
   399       6   6.59496350e-05   3.56720510e-03   2.59447034e-08   4.33823328e-01   1.13622520e+00   3.83604884e-04
   399       7   5.74540256e-06   3.02909588e-04   1.12374442e-10   3.76492720e-02   6.43887207e-01   3.26884225e-05
   399       8   2.12655083e-07   1.11877930e-05   2.63994457e-10   2.42275662e-03   9.20632395e-02   9.62348818e-07
   399       9   2.58190587e-08   1.35852391e-06   6.13278660e-11   2.84079576e-04   9.97883687e-03   1.44660612e-07
   400       1   1.87863167e-02   4.12640183e-02   1.08671193e-03   2.76810574e-02   6.23503961e-02   4.74909450e-03
   400       2   2.14693494e-04   1.04379551e-02   2.59754230e-04   5.63397307e+00   1.22431014e+00   1.73811083e-04
   400       3   7.24961553e-04   3.92283068e-02   2.05129463e-05   3.62057869e-01   1.16388048e+00   4.12577430e-03
